228325.531187,-0.123879
228325.541181,-0.142446
228325.551176,-0.154034
228325.561168,-0.120418
228325.571162,-0.068532
228325.581157,-0.048403
228325.591149,-0.032825
228325.601143,-0.013713
228325.611139,-0.017593
228325.621131,-0.018678
228325.631124,-0.069700
228325.641118,-0.025783
228325.651110,-0.004130
228325.661104,-0.030901
228325.671100,-0.046621
228325.681092,-0.046342
228325.691085,-0.034475
228325.701081,-0.039470
228325.711073,-0.029175
228325.721078,-0.005117
228325.731063,0.012810
228325.741055,0.035334
228325.751042,0.050871
228325.761044,-0.041302
228325.771036,-0.003529
228325.781015,0.061239
228325.791024,0.019811
228325.801016,-0.008875
228325.811011,-0.004950
228325.821005,-0.009484
228325.830997,-0.024263
228325.840981,-0.058326
228325.850986,-0.105286
228325.860978,-0.158460
228325.870965,-0.232846
228325.880967,-0.357167
228325.890959,-0.358741
228325.900938,-0.335007
228325.910948,-0.305109
228325.920940,-0.269425
228325.930919,-0.245162
228325.940930,-0.257307
228325.950922,-0.289965
228325.960918,-0.363575
228325.970910,-0.483956
228325.980902,-0.570394
228325.990886,-0.623081
228326.000892,-0.645029
228326.010884,-0.643636
228326.020885,-0.652580
228326.030872,-0.668810
228326.040864,-0.716257
228326.050853,-0.810969
228326.060854,-0.919051
228326.070846,-1.005085
228326.080851,-1.069333
228326.090834,-1.090821
228326.100826,-1.043169
228326.110833,-0.978730
228326.120816,-0.925235
228326.130808,-0.860759
228326.140787,-0.814601
228326.150796,-0.797814
228326.160788,-0.816279
228326.170787,-0.825433
228326.180778,-0.775845
228326.190770,-0.688427
228326.200755,-0.546427
228326.210770,-0.397674
228326.220762,-0.227374
228326.230755,-0.076492
228326.240747,0.038677
228326.250739,0.120955
228326.260723,0.164740
228326.270711,1.644763
228326.280703,1.390591
228326.290691,0.854080
228326.300709,0.279803
228326.310701,-0.217818
228326.320690,-0.460387
228326.330684,-0.597068
228326.340676,-0.527671
228326.350657,-0.925144
228326.360665,-1.196807
228326.370657,-0.022820
228326.380657,0.472844
228326.390645,0.234558
228326.400637,0.230916
228326.410632,0.228600
228326.420627,0.151958
228326.430619,0.065855
228326.440623,0.051628
228326.450608,0.034350
228326.460600,0.002242
228326.470594,-0.041800
228326.480589,-0.070845
228326.490581,-0.103542
228326.500576,-0.120496
228326.510570,-0.187658
228326.520562,-0.272129
228326.530555,-0.338647
228326.540551,-0.358389
228326.550543,-0.288339
228326.560527,-0.141224
228326.570533,0.031631
228326.580525,0.123929
228326.590523,0.231416
228326.600513,0.241885
228326.610505,0.199059
228326.620491,0.118155
228326.630495,0.113947
228326.640487,0.176363
228326.650481,0.143002
228326.660475,0.054786
228326.670467,0.077155
228326.680461,0.141373
228326.690457,0.111384
228326.700449,0.005536
228326.710430,-0.105812
228326.720437,-0.094326
228326.730429,-0.014581
228326.740422,0.192283
228326.750419,-0.069977
228326.760411,-0.169913
228326.770397,-0.079810
228326.780385,-0.081002
228326.790377,-0.073974
228326.800395,-0.077285
228326.810382,-0.020062
228326.820374,0.018477
228326.830368,0.100251
228326.840363,0.211465
228326.850355,0.212848
228326.860349,0.199069
228326.870344,0.187216
228326.880336,0.150565
228326.890326,0.134517
228326.900306,0.106301
228326.910298,-0.000801
228326.920317,-0.055863
228326.930306,-0.120026
228326.940298,-0.184475
228326.950293,-0.164462
228326.960287,-0.132208
228326.970279,-0.102246
228326.980274,-0.070339
228326.990268,-0.028935
228327.000260,-0.009230
228327.010256,0.002401
228327.020238,-0.020569
228327.030230,0.055448
228327.040236,0.081697
228327.050104,0.165902
