225583.324834,0.000000
225583.344817,0.025885
225583.354814,0.058112
225583.364806,0.063605
225583.374799,0.054575
225583.384788,0.049441
225583.394780,0.057427
225583.404781,0.062676
225583.414786,0.068001
225583.424778,0.069960
225583.434763,0.063968
225583.444756,0.057661
225583.454748,0.045016
225583.464746,0.037317
225583.474723,0.046028
225583.484715,0.047245
225583.494728,0.042825
225583.504723,0.030564
225583.514715,0.026079
225583.524719,0.014995
225583.534706,0.008941
225583.544698,0.020830
225583.554693,0.027247
225583.564688,0.019904
225583.574680,0.008291
225583.584675,0.012809
225583.594671,0.027232
225583.604663,0.027353
225583.614657,0.036493
225583.624653,0.035782
225583.634645,0.013478
225583.644639,0.001348
225583.654635,0.018311
225583.664627,0.030216
225583.674621,0.020456
225583.684617,-0.002207
225583.694609,-0.024103
225583.704605,-0.026836
225583.714600,-0.019209
225583.724592,-0.005091
225583.734587,-0.022363
225583.744590,-0.032988
225583.754582,-0.037214
225583.764569,-0.051497
225583.774558,-0.071134
225583.784550,-0.086557
225583.794552,-0.090098
225583.804547,-0.063450
225583.814539,-0.011456
225583.824534,0.014292
225583.834530,0.014444
225583.844522,-0.002704
225583.854505,-0.002542
225583.864512,-0.065211
225583.874504,-0.056099
225583.884483,-0.112528
225583.894494,-0.129861
225583.904486,-0.143112
225583.914472,-0.126130
225583.924476,-0.093617
225583.934468,-0.053407
225583.944467,-0.060531
225583.954459,-0.073713
225583.964451,-0.088459
225583.974446,-0.118406
225583.984446,-0.104756
225583.994438,-0.088800
225584.004436,-0.075090
225584.014424,-0.036243
225584.024416,0.005533
225584.034405,0.030160
225584.044406,0.035185
225584.054398,0.004062
225584.064404,-0.005783
225584.074389,-0.024898
225584.084381,-0.025246
225584.094382,-0.032072
225584.104371,-0.046456
225584.114363,-0.067937
225584.124364,-0.105113
225584.134353,-0.092557
225584.144345,-0.087470
225584.154331,-0.081522
225584.164336,-0.073360
225584.174328,-0.071992
225584.184320,-0.061882
225584.194318,-0.056117
225584.204310,-0.035827
225584.214307,0.899275
225584.224299,0.229267
225584.234291,-0.174505
225584.244275,-0.213777
225584.254279,-0.239661
225584.264271,-0.177915
225584.274275,0.455087
225584.284262,-0.125424
225584.294254,0.064382
225584.304243,-0.043782
225584.314249,0.012897
225584.324241,0.007696
225584.334242,0.013445
225584.344228,0.030819
225584.354220,0.029460
225584.364210,0.019812
225584.374204,0.013496
225584.384196,0.009135
225584.394209,0.012012
225584.404195,0.014749
225584.414187,0.020935
225584.424172,0.047030
225584.434165,0.061254
225584.444157,0.067029
225584.454176,0.068536
225584.464159,0.061800
225584.474151,0.028668
225584.484144,0.021876
225584.494141,0.024130
225584.504133,0.020122
225584.514140,0.038350
225584.524124,0.049403
225584.534116,0.080128
225584.544112,0.086228
225584.554107,0.067736
225584.564099,0.086680
225584.574106,0.099594
225584.584089,0.127190
225584.594081,0.155338
225584.604076,0.160315
225584.614072,0.142739
225584.624064,0.122913
225584.634062,0.096589
225584.644053,0.056401
225584.654045,0.018320
225584.664041,-0.010894
225584.674037,-0.047117
225584.684029,-0.088883
225584.694019,-0.123260
225584.704018,-0.153396
225584.714010,-0.160634
225584.724005,-0.148324
225584.734001,-0.123903
225584.743993,-0.117825
225584.753993,-0.076574
225584.763983,-0.032478
225584.773975,-0.008977
225584.783966,-0.009422
225584.793966,-0.033694
225584.803958,-0.069200
225584.813946,-0.066674
225584.823948,-0.060368
225584.833940,-0.063092
225584.843945,-0.079599
225584.853931,-0.087584
225584.863923,-0.043715
225584.873928,-0.028271
225584.883913,-0.072399
225584.893905,-0.030913
225584.903901,0.001968
225584.913895,0.010371
225584.923887,0.018328
225584.933874,0.033020
225584.943877,0.047308
225584.953869,0.060548
225584.963864,0.040499
225584.973860,0.024707
225584.983852,0.022009
225584.993846,0.013558
225585.003841,-0.003318
225585.013833,-0.013552
225585.023817,-0.008043
225585.033824,-0.007649
225585.043816,-0.007806
225585.053812,-0.000669
225585.063801,0.015631
225585.073793,0.035670
225585.083794,0.045680
225585.093789,0.048120
225585.103781,0.046886
225585.113776,0.042757
225585.123771,0.026465
225585.133763,0.016907
225585.143758,0.001688
225585.153753,-0.023412
225585.163745,-0.036626
225585.173741,-0.044541
225585.183738,-0.046371
225585.193730,-0.019178
225585.203722,-0.029520
225585.213718,-0.013415
225585.223710,0.000672
225585.233706,-0.025940
225585.243705,-0.058698
225585.253697,-0.028137
225585.263673,0.012152
225585.273682,0.015650
225585.283674,0.014492
225585.293670,-0.021344
225585.303664,-0.036778
225585.313656,0.000292
